con,inf,pow,incivil,id,idorg
22.048484528207474,20.413549882519664,13,-4.628088315251143,1,1
26.395383243956875,19.395319293825732,13,-2.8740629313287336,2,1
14.896572824035953,23.262935980754115,13,3.2405712564190257,3,1
18.74038672895183,16.426228281393136,13,-7.66875224931544,4,1
23.97554490067158,16.538690038825145,13,-6.740997989752119,5,1
18.506028450639796,14.599014071666412,13,-0.13352262413375127,6,1
23.764590207598104,17.664099266493654,13,-5.7170155509279414,7,1
19.115903575101502,17.842137086193887,13,-6.382944514190886,8,1
28.996630377320464,16.690273791184133,13,-14.76035214930602,9,1
17.021886387021592,18.629051550346283,13,5.733534194235935,10,1
18.503966540738343,16.67972687517084,13,-6.320838124008724,11,1
17.671548047632353,19.84166441689383,13,-3.994374707324447,12,1
16.415089927984525,19.35812692805084,13,-0.5744381784702868,13,1
12.669847379730179,19.76068051956473,13,-1.5558675970388796,14,1
19.35726155703135,15.371831893342806,13,-5.481454328737901,15,1
25.29324869021812,17.135003938908707,13,-10.131227147741253,16,1
25.050478044938018,22.05671733696012,13,-6.707297743437586,17,1
22.91472047579737,18.762945905136867,13,-6.831621592992029,18,1
21.81470465136632,22.258905392611144,13,-4.9642695903904075,19,1
20.69451560759876,16.64851898814787,13,-5.140565033360987,20,1
38.027973102810506,13.441920379329462,13,-9.156622681778257,21,1
25.797941715244093,19.268784824589684,13,-10.099639203222047,22,1
26.082990057350237,19.016597742284663,13,-7.139719972778226,23,1
28.88548498172456,23.411460935085522,13,-17.116124749454862,24,1
22.284413727403066,18.76763648848104,13,-10.574863271629361,25,1
25.578713137447735,19.137940302177515,13,-10.465508004402057,26,1
19.884882397952886,26.548805624048512,13,-7.370802919859846,27,1
22.492620039457982,14.445726320855089,13,-0.4721444599683613,28,1
21.799965619407708,17.406407212002122,13,-5.711988479666143,29,1
19.885071817290907,22.049759263302906,13,-8.287765858905779,30,1
24.798442538258982,11.6640357848957,13,-0.3988504105281301,31,1
19.91441170470857,18.437861965151487,13,7.653010374138599,32,1
24.80979560835222,21.01493699240113,13,-7.918106927663916,33,1
18.444047828089687,16.995779804424256,13,-1.4591611779922409,34,1
12.866255727876416,18.883748324491442,13,-0.6143024590171364,35,1
26.979601950268975,22.12125310490454,13,-1.16909831147031,36,1
27.56499138615388,19.748908192470697,13,-11.566371392659246,37,1
31.16742772994553,17.420131844335224,13,-11.900985135210682,38,1
19.950720271824913,22.11786090470268,13,-3.5744422594240595,39,1
16.304987078959307,14.091235093825262,13,6.214751747703659,40,1
19.02939531905359,14.966126093756134,13,-0.5708742979309347,41,1
27.518044053534698,15.666521903713901,13,2.793206182977359,42,1
12.417543013850176,19.696839045905275,13,-0.5206080114255578,43,1
13.915584915942606,15.061179124113384,13,-3.8607732760705806,44,1
15.929488143200125,16.34234942879918,13,0.7713010679667263,45,1
17.774410061933487,18.115603801350915,13,-2.3056001601431317,46,1
24.83700705631857,15.728446248692332,13,-11.7365640157518,47,1
13.634084067573465,17.920299836882577,13,0.5438411993817258,48,1
28.12931692308863,18.110323754148524,13,-11.361885190810055,49,1
16.23583052656781,17.353349052144505,13,-5.607022747665552,50,1
26.3930615922485,23.291850871967284,13,-3.458786746200472,51,1
27.7414444046731,17.4651010357622,13,-12.801100445923879,52,1
19.70551466504138,19.799875153358293,13,-3.7716954043035615,53,1
24.62643705793995,23.443942450442634,13,-2.180455568513633,54,1
22.03741725107224,21.37875371256738,13,3.7982591133104435,55,1
29.091824078415776,23.269576165524136,13,-13.448373514192493,56,1
27.16504659947713,17.377691121954598,13,-6.202471012762931,57,1
15.197667080304056,21.05475957376688,13,-2.501571343376579,58,1
31.371064198210878,14.816278919413609,13,-10.27888283943997,59,1
34.24207412708062,16.811577791440634,13,-14.931584992489938,60,1
20.946391904053,17.2907152384447,13,-3.231625397564383,61,1
21.27663128449181,17.629989673799013,13,-3.359656075191581,62,1
25.511137929320547,18.652513217476052,13,-2.06847683138834,63,1
18.050294597351424,16.02908923912549,13,-9.13888116033452,64,1
28.345234722064824,20.047324204478286,13,-10.371245849814112,65,1
18.746981712688857,17.824180709383977,13,-2.9584192893496737,66,1
28.81605636183876,17.265187262463986,13,-10.883777294579955,67,1
23.698906420749793,20.205568518750326,13,-9.718658844674202,68,1
14.267098843846451,19.7952024247219,13,9.845231281797776,69,1
22.24479280419421,14.092214695983813,13,-7.800536541234203,70,1
21.211059995342556,20.420678439689098,13,-0.19172393704632018,71,1
30.133868077726913,19.91024402394603,13,-6.036248599066511,72,1
18.450162180290615,18.113938028863572,13,-1.4287777752717088,73,1
20.142513196140925,19.219500312075752,13,-5.063490690583791,74,1
20.339751106823687,21.547514321213562,13,-7.272172623797596,75,1
25.2169844253877,21.48277092522324,13,-3.084368159431923,76,1
24.00623822050359,18.064505000690495,13,-7.10074327492658,77,1
24.822316386603593,18.210131508877815,13,-2.6534052566166326,78,1
28.524455778670422,21.932792262955996,13,-10.501447057389957,79,1
20.746850989591472,17.731748049277936,13,-1.9685324038034275,80,1
17.89983625235111,21.992774273531776,13,-7.9651061355666295,81,1
20.972190234899948,20.51426936785964,13,-4.8375380757730095,82,1
30.23314668161472,16.426300069988173,13,-5.454354442552707,83,1
27.022413835299595,12.421988540233052,13,-5.116071940784913,84,1
16.951189461969633,16.136826325353024,13,-4.229687360838838,85,1
26.226011967701975,16.250103426505508,13,-3.7064145400654303,86,1
24.55460198248019,19.075740796412024,13,-6.014061217623081,87,1
27.85465035875443,19.61731838730472,13,-15.653421281047349,88,1
12.968824772537298,15.558829223857444,13,-0.7882493941859117,89,1
22.00440241227785,19.419458048559,13,-2.2715646655979045,90,1
21.993886071856597,15.658399748195734,13,-6.622082269255145,91,1
22.453215121078316,18.435621562761018,13,-1.1600501677696142,92,1
31.39848131023321,19.013924380233117,13,-7.770636119208595,93,1
20.536779769572597,21.115803638375176,13,-2.9878562611901844,94,1
17.271945200335892,17.309056732983436,13,-1.2121572803182903,95,1
24.336590393463887,19.074808042289277,13,-3.662035969200544,96,1
20.74354395659228,16.75241414165307,13,-14.01184787451679,97,1
17.124459741309344,14.415876215705683,13,-0.8574885903147045,98,1
22.16962504438868,17.08766781100995,13,-1.2434464699911274,99,1
30.05847982687329,22.939770598988492,13,-16.300884929877228,100,1
20.550825230626845,18.624535376978496,13,6.094870241432231,101,1
17.78901517579547,20.281445975974002,13,-6.587468929152739,102,1
17.793694921132083,15.970826016793108,13,-6.609523239264843,103,1
23.721785294792713,12.830156472263445,13,-3.3472511347399787,104,1
27.531186218904793,18.898707148359442,13,-11.748785659814434,105,1
23.927590856511635,16.49173650218147,13,-5.061163845936243,106,1
22.196805269396794,18.457265923158694,13,-2.5803381938838705,107,1
17.771465315264248,16.84784198104761,13,-0.5792013046670212,108,1
29.2931188832138,20.805829238218198,13,-9.099996824756275,109,1
22.996538512345328,20.850264085409375,13,-0.6130305043013147,110,1
25.150149346175972,18.744831978417327,13,-11.30529986358443,111,1
23.014010105300848,18.777172142960456,13,-5.759481361816851,112,1
25.424183043017464,15.972625655788882,13,-0.15718138364927015,113,1
26.105148115386516,18.300040952846373,13,-2.461022197461082,114,1
30.166999057420917,12.885091381689326,13,-7.978342453649465,115,1
18.076194361905014,20.381627519919185,13,-1.122682665865637,116,1
24.10052516452975,20.41982692657659,13,-8.360894727007173,117,1
19.286844323923326,20.313983108267195,13,-2.8993718035092657,118,1
15.696441614183346,13.924115484386693,13,3.6661339683207146,119,1
23.368200200034508,13.10762355627777,13,-9.426148681050915,120,1
11.472013937145999,18.583329215903277,13,1.5569185165565584,121,1
26.075480210998336,19.781463868319406,13,-9.21784800588777,122,1
22.9749721169626,22.87214336976055,13,-7.780586068359316,123,1
22.7697792516286,18.192010232758978,13,-2.2098481767101865,124,1
12.232404553880153,18.52322207256687,13,4.554885373822627,125,1
22.990399555193573,14.785892953952375,13,-0.38321042633444113,126,1
26.486427996140876,16.476293826597725,13,-6.669166477328493,127,1
14.551539983397483,20.171451780445448,13,-2.54035910517689,128,1
16.418282441010806,22.529264458508234,13,-6.221928362740586,129,1
24.440204359173844,14.700658990888474,13,-9.336165658978278,130,1
27.60431159097731,16.773716205186993,13,-9.275798445559778,131,1
23.962818803434192,12.881707458416235,13,-2.5941199890810562,132,1
26.180303626665037,19.02379662329638,13,-3.4980773382080446,133,1
24.358565137632688,17.695648858662608,13,-3.3002016625370207,134,1
24.18662593876341,16.24206139488197,13,0.517873785340031,135,1
15.681499806443895,21.759677913114317,13,-9.215769976230252,136,1
24.455853081699896,17.925107614814372,13,-1.795453483070541,137,1
14.57569271270562,17.86633728255308,13,3.099129309841053,138,1
18.45100859528741,19.047659187166783,13,-6.913205901207188,139,1
30.95573215213233,23.960405074412115,13,-6.400886455359066,140,1
19.629605426741016,12.441150186607747,13,-5.250389612456464,141,1
15.567967460000817,21.355679263532203,13,2.072239059632631,142,1
21.370572894761935,19.22107417523988,13,-4.911820573118222,143,1
25.06997787758005,15.432484681350601,13,0.7768542449603988,144,1
27.68839931086339,16.331998088532686,13,-9.841404174842737,145,1
25.00692090699499,19.635899736490163,13,-6.782738225590978,146,1
26.780742132291792,13.17766079725904,13,-6.685234748734649,147,1
22.55362150374608,13.6335607489119,13,5.826369114249985,148,1
20.85574496813771,17.824187984510942,13,-14.574187522888643,149,1
23.30730461139767,21.423837994366387,13,-1.6288089141711906,150,1
35.58844324889996,14.21297752127764,25,41.790211527315705,151,2
37.75506022569886,8.29671868364393,25,37.2366412193541,152,2
38.43195953443125,12.82396357892812,25,41.15962684346019,153,2
35.61278018336334,2.841331333625434,25,38.68788946259914,154,2
37.47634225100615,10.537573805355619,25,38.4329009786355,155,2
36.862541057979406,9.518804853372993,25,40.775714494206106,156,2
39.56491919385857,8.585036037269525,25,40.38640296042023,157,2
35.78059144968724,7.000028749879643,25,40.324920047925865,158,2
33.93138023648403,10.179301031109528,25,39.5928326576215,159,2
39.211498840350586,9.081479382244314,25,42.10854188355267,160,2
35.12810182896588,11.361859869713768,25,39.65261253781827,161,2
41.33953485690431,10.244123361952287,25,44.036284574006146,162,2
38.246786980858154,5.8679260472496395,25,38.09549438165582,163,2
