neu,trust,hi,mandiri,id,idsekolah
14.309198293302426,16.11683019962897,8.758068712020785,8.234994209914362,1,1
12.584861037263588,17.994217523085755,13.812852911983683,8.192302608963368,2,1
12.775628279043108,19.105667482724844,7.555906643727388,9.773766903543287,3,1
13.906970373006569,17.298826087381514,9.191014516665373,4.914920060472867,4,1
8.160344974054844,14.790415843222979,7.0771707226350005,11.15062936454442,5,1
11.3349100252567,16.96030053427492,9.597235695924933,5.873824953187028,6,1
12.471556860196893,21.62780656167528,17.68434346484035,3.1104911677956077,7,1
9.964638331514998,16.24204354771976,8.014498096075247,5.946967160880594,8,1
11.502910309526825,19.953652538348155,13.697864973868064,8.027956130349327,9,1
13.222039674522602,10.711515109397862,7.337250677966194,6.088096669834896,10,1
13.298090659802824,17.382309378425045,1.1579424256093205,16.411421237932693,11,1
10.11449230058826,15.79066067535549,8.652894338225822,4.738174223661264,12,1
11.204924789419376,17.07876264135618,11.142257469545267,10.763595287593624,13,1
4.694377118329553,28.726199378413206,12.442015725732663,14.533125502106586,14,1
12.418232858152878,22.224022444240923,10.794528658192647,6.6117075383137145,15,1
12.967644471362178,22.0834749799917,3.0286852687238675,12.202959965896564,16,1
9.336079571217287,19.17661943873798,14.202236533921788,2.240509124850428,17,1
13.266686017331285,26.47590269588374,9.99799106957915,11.004688730291022,18,1
6.687313536463687,17.496850948674318,12.380894267622274,4.677330451134854,19,1
13.298154120939039,20.654512499007406,10.616911852435873,8.001287304627887,20,1
5.690620843650814,19.079569655640142,12.416174967216524,6.017349198835225,21,1
4.515991440334154,17.090896467280814,7.614112485627856,9.253751138335204,22,1
16.75866106083144,33.39374023139693,8.193664972533206,12.18415590268745,23,1
17.20789129705247,23.01907950501321,9.63092000542909,12.94425729449014,24,1
11.931391579433324,21.359835094324474,12.272101838494748,4.2798820175025964,25,1
7.113864049856662,18.013413332558386,12.731391310562811,7.135176682344769,26,1
9.261791084045509,11.442132143478492,5.890381097672958,7.1140694866985825,27,1
6.711992470160052,19.958810849734064,15.143507110617156,8.528596587776843,28,1
11.194696043190156,15.594904264481453,9.972184691569316,9.017551940985179,29,1
15.656434124333554,21.966881244992663,6.530800191397693,10.521213274713052,30,1
14.028998263182014,24.513853574821816,10.572910708936883,6.1663457359961855,31,1
8.509777139228998,23.595765337494157,8.411085839207553,13.781542504410467,32,1
11.299914734615351,8.068672820422664,7.917392763752133,-1.7146837861813182,33,1
7.209262134657739,15.634384669813993,10.607244542108553,5.009840521409569,34,1
9.887480205409872,17.79620967494976,8.139444509567118,10.595538276880875,35,1
10.133998358668048,8.916574597902168,11.777489425742049,-4.097157346337024,36,1
5.592328152124575,19.06277549096372,11.804146214911905,12.90548718650091,37,1
8.574969544305747,12.859422885501289,8.20384672609064,10.580947261050154,38,1
9.80356910672747,16.151853203285206,7.58335388634711,6.13845077907766,39,1
20.552323189396333,13.852256125023715,16.003762111805564,-3.4113635325952205,40,1
9.21959342347189,22.164506136307807,11.774099146866421,12.028420249507683,41,1
12.78328096259094,6.550133704612971,8.991499029025656,2.128747507340725,42,1
7.2904995315589485,17.200096559409914,12.871271397270045,11.292847105718394,43,1
9.859350480965098,15.023992288172666,9.243950965809564,1.2433579097241152,44,1
6.4117651423475275,9.614290989164815,12.639664817882842,-0.0046537084055739975,45,1
10.173617952246587,15.583599812277761,5.441155040974895,11.152748468629653,46,1
12.035281140779539,17.956796733452403,11.656371729921634,1.7101956470828208,47,1
8.608714856842816,16.790483129169797,9.922880493978187,12.561590110564545,48,1
12.650479436534528,12.42168853801932,12.903211395813635,-1.4970461071918129,49,1
11.617536961307326,15.976896918565501,9.328760346395415,2.620408756261204,50,1
17.30817397132975,20.65130584059106,11.8161240547899,3.181647095294296,51,1
10.073842229692996,14.394582033490144,17.56875771267016,3.030924300938414,52,1
